GDATU;FCURR;TCURR;UKURS;
79818768;AUD;IDR;10,21100
79818768;CHF;IDR;14,70975
79799597;CNY;IDR;2,35300
79799597;EUR;IDR;18,32100
79818768;GBP;IDR;18,37278
79799597;JPY;IDR;155,88270
79879898;MYR;IDR;2,95426
79818768;SGD;IDR;10,60297
79799569;USD;IDR;15,00000
