GSBER;DMBTRX;
3100;59.086.165.002,00
3200;13.003.151.603,00
3310;108.901.565.730,00
3400;93.791.140.867,00
3500;47.903.157.078,00
3600;356.098.726.681,00
3700;2.307.357.100,00
3800;100.000,00
